player_id,country,region,platform,acquisition_channel,age,skill_segment,device_name,clean_signup_date,row_num
P00255,"United States",NA,PC,Influencer,18,Competitive,PS5,"2025-09-04 02:49:00",1
P00256,India,APAC,Xbox,"Paid Search",19,Core,"Xbox Series X","2025-12-03 18:30:00",1
P00257,Mexico,LATAM,PC,Organic,39,Casual,iPhone,"2025-10-10 12:10:00",1
P00258,France,EMEA,PlayStation,Influencer,33,Core,"Samsung Galaxy","2025-12-19 03:32:00",1
P00259,Canada,NA,Xbox,"Paid Search",37,Core,"Xbox Series X","2025-09-17 23:48:00",1
P00260,France,EMEA,PC,Organic,36,Core,"Windows 11","2025-10-28 00:00:00",1
P00261,"South Korea",APAC,Mobile,Referral,33,Core,PS5,NULL,1
P00262,"South Korea",APAC,Xbox,Influencer,41,Casual,NULL,"2025-09-08 00:00:00",1
P00263,India,APAC,Mobile,Discord,38,Casual,"Windows 11","2025-11-07 10:21:33",1
P00264,Brazil,LATAM,PC,"Paid Search",16,Competitive,iPhone,"2025-12-13 13:32:00",1
P00265,Germany,EMEA,PC,Organic,39,Competitive,"Windows 11","2026-01-20 02:51:22",1
P00266,India,APAC,PlayStation,"App Store",34,Casual,Pixel,"2025-10-07 00:00:00",1
P00267,"United States",NA,Xbox,Discord,45,Core,"Samsung Galaxy","2025-09-28 00:00:00",1
P00268,NULL,NA,Mobile,"Paid Search",42,Casual,PS5,"2025-10-03 05:22:11",1
P00269,"United States",NA,PC,Organic,45,Casual,"Windows 10","2025-08-06 00:48:55",1
P00270,India,APAC,Mobile,Influencer,45,Core,"Windows 11",NULL,1
P00271,Japan,APAC,Mobile,"App Store",20,Core,iPhone,"2026-01-20 00:00:00",1
P00272,France,EMEA,PC,"App Store",41,Casual,"Xbox Series X","2025-12-06 00:00:00",1
P00273,Spain,EMEA,PC,NULL,27,Casual,iPhone,"2026-02-26 00:00:00",1
P00274,Japan,APAC,NULL,"Paid Search",21,Casual,"Windows 11","2025-09-24 00:00:00",1
P00275,"United States",NA,Xbox,"App Store",26,Casual,"Xbox Series X","2026-01-03 00:00:00",1
P00276,"United Kingdom",EMEA,PC,Community,37,Casual,"Windows 10","2025-10-18 19:46:09",1
P00277,Australia,APAC,PC,Discord,28,Core,"Android Tablet","2026-02-09 09:49:00",1
P00278,"United States",NA,Mobile,Influencer,33,Casual,"Xbox Series X","2025-09-28 02:04:55",1
P00279,"United States",NA,PC,Influencer,40,Casual,"Xbox Series X","2026-02-12 00:00:00",1
P00280,Brazil,LATAM,PlayStation,"Paid Search",23,Core,"Windows 10","2025-10-01 00:00:00",1
P00281,"United States",NA,Mobile,"Paid Search",32,Core,"Windows 10","2025-08-19 00:00:00",1
P00282,"United Kingdom",EMEA,PlayStation,NULL,23,Casual,"Xbox Series X","2026-01-12 17:57:17",1
P00283,"United States",NA,PlayStation,"App Store",45,Core,iPhone,"2025-11-17 00:00:00",1
P00284,"United Kingdom",EMEA,PC,Influencer,41,Casual,Pixel,"2026-02-16 08:49:20",1
P00285,Canada,NA,Mobile,NULL,21,Core,Pixel,"2025-09-18 22:09:18",1
P00286,"United Kingdom",EMEA,Mobile,Influencer,16,Casual,"Windows 11","2025-12-24 00:00:00",1
P00287,"United States",NA,PlayStation,"Paid Search",43,Competitive,"Xbox Series X","2025-08-10 00:00:00",1
P00288,Brazil,LATAM,Mobile,"Paid Search",23,Core,"Samsung Galaxy","2026-02-05 11:20:00",1
P00289,India,APAC,Mobile,Influencer,42,Casual,"Windows 10","2026-01-03 00:00:00",1
P00290,Australia,APAC,Mobile,Influencer,32,Casual,iPhone,"2025-08-10 09:46:39",1
P00290,Australia,APAC,Mobile,Influencer,32,Casual,iPhone,"2025-11-19 00:00:00",1
P00291,India,APAC,Mobile,"App Store",NULL,Casual,"Windows 11","2025-09-06 00:00:00",1
P00292,"South Korea",APAC,Mobile,Influencer,NULL,Casual,PS5,"2025-11-19 23:59:00",1
P00293,Brazil,LATAM,PC,Organic,39,Core,"Samsung Galaxy","2026-03-06 00:00:00",1
P00294,"South Korea",APAC,PC,Discord,26,Core,"Windows 10","2025-10-20 19:11:48",1
P00295,Spain,EMEA,PC,Referral,31,Casual,"Windows 10","2025-10-26 03:29:00",1
P00296,"United States",NA,PC,Organic,37,Casual,"Windows 11","2025-11-07 00:00:00",1
P00297,"United States",NA,PC,"Paid Search",35,Casual,"Windows 11","2025-12-18 00:00:00",1
P00297,France,NA,PC,"Paid Search",35,Casual,"Windows 11","2026-01-20 00:00:00",1
P00298,Germany,EMEA,PlayStation,Influencer,35,Core,iPhone,"2025-11-14 00:00:00",1
P00299,"United States",NA,PlayStation,Community,26,Competitive,"Windows 10","2026-01-23 00:00:00",1
P00301,"United Kingdom",EMEA,Mobile,"App Store",16,Casual,PS5,"2025-11-10 00:00:00",1
P00302,France,EMEA,PC,"Paid Search",36,Core,PS5,"2025-12-12 11:43:00",1
P00303,India,APAC,Mobile,Referral,36,Core,NULL,"2025-11-24 00:00:00",1
P00304,"United Kingdom",EMEA,PC,Organic,NULL,Competitive,PS5,"2025-09-07 22:53:25",1
P00304,Japan,EMEA,PC,"Paid Search",NULL,Competitive,PS5,"2026-01-31 00:00:00",1
P00305,India,APAC,Xbox,Discord,NULL,Casual,PS5,"2025-08-20 05:16:00",1
P00306,"United States",NA,Xbox,Influencer,36,Core,iPad,"2025-09-27 00:00:00",1
P00307,Australia,APAC,PC,"Paid Search",16,Core,"Samsung Galaxy","2026-01-21 10:41:00",1
P00308,"United States",NA,Mobile,Influencer,29,Core,iPhone,"2025-08-29 12:48:37",1
P00309,NULL,EMEA,Xbox,"Paid Search",16,Casual,"Windows 11","2025-10-08 00:00:00",1
P00310,"United States",NA,Xbox,Organic,22,Core,"Xbox Series X","2026-01-02 03:25:00",1
P00311,"South korea",APAC,PC,Organic,33,Casual,"Windows 10","2025-11-25 00:00:00",1
P00312,Canada,NA,PlayStation,Organic,45,Competitive,iPad,"2025-08-16 00:00:00",1
P00313,Germany,EMEA,Mobile,Influencer,34,Competitive,iPhone,"2025-10-20 00:00:00",1
P00314,India,APAC,PC,Influencer,26,Core,"Steam Deck","2025-11-01 00:00:00",1
P00315,"United Kingdom",EMEA,PlayStation,Referral,40,Competitive,iPhone,"2025-12-13 00:00:00",1
P00316,India,APAC,Mobile,"App Store",17,Casual,"Samsung Galaxy","2025-10-14 00:00:00",1
P00317,"United Kingdom",EMEA,Xbox,Referral,26,Casual,PS5,"2026-02-02 19:19:46",1
P00318,"United States",NA,Mobile,Referral,31,Casual,"Samsung Galaxy","2025-08-08 00:00:00",1
P00319,Australia,APAC,PC,"App Store",18,Casual,iPhone,"2025-10-01 00:00:00",1
P00320,Spain,EMEA,Xbox,Organic,37,Core,"Samsung Galaxy",NULL,1
P00321,Germany,EMEA,Mobile,Discord,45,Competitive,"Windows 11","2026-02-19 18:59:00",1
P00322,"United States",NA,PlayStation,Influencer,23,Casual,NULL,"2026-01-21 00:00:00",1
P00323,NULL,APAC,PlayStation,"App Store",27,Core,"Windows 10","2025-09-18 04:49:09",1
P00324,Japan,APAC,Mobile,Organic,39,Casual,"Windows 11","2026-02-01 16:40:00",1
P00325,Canada,NA,Xbox,Influencer,31,Casual,iPhone,"2026-03-09 00:00:00",1
P00326,Australia,APAC,PC,"Paid Search",20,Casual,"Xbox Series X","2025-09-16 00:00:00",1
P00327,"South Korea",APAC,PC,Organic,40,Casual,PS5,"2025-12-22 08:10:00",1
P00328,India,APAC,PC,"App Store",44,Core,Pixel,"2025-10-24 23:11:48",1
P00329,France,EMEA,PC,Influencer,34,Core,"Windows 11","2025-08-24 14:10:41",1
P00330,Canada,NA,PlayStation,Influencer,20,Core,"Windows 10","2025-09-04 00:00:00",1
P00331,"United States",NA,Mobile,Influencer,23,Casual,"Xbox Series X","2025-09-12 00:00:00",1
P00332,"United States",NA,PlayStation,"Paid Search",35,Competitive,"Windows 11","2025-11-19 01:32:00",1
P00333,Australia,APAC,PC,"App Store",24,Core,iPhone,"2025-11-13 04:53:00",1
P00334,Canada,NA,Xbox,Organic,28,Core,"Windows 11","2025-10-26 12:34:00",1
P00335,Brazil,LATAM,PC,"Paid Search",34,Core,"Samsung Galaxy","2026-03-01 00:00:00",1
P00336,"United States",NA,Xbox,"Paid Search",42,Competitive,"Windows 11","2025-10-31 00:00:00",1
P00337,"United Kingdom",EMEA,Mobile,Influencer,30,Competitive,"Windows 11",NULL,1
P00338,Mexico,LATAM,Mobile,Organic,26,Casual,"Windows 10","2025-08-13 00:00:00",1
P00339,Mexico,LATAM,PlayStation,Influencer,24,Core,Pixel,"2025-09-08 16:59:00",1
P00339,Mexico,LATAM,PlayStation,Influencer,24,Core,Pixel,"2025-12-07 10:36:00",1
P00340,Japan,NA,Mobile,Influencer,20,Casual,"Windows 11",NULL,1
P00340,"United States",NA,Mobile,Influencer,20,Casual,"Windows 11",NULL,1
P00341,India,APAC,Mobile,"Paid Search",16,Core,"Xbox Series X","2026-01-14 00:00:00",1
P00342,France,EMEA,PC,Discord,26,Competitive,"Windows 11","2025-08-02 00:00:00",1
P00343,Spain,EMEA,PC,NULL,34,Core,iPad,"2026-01-02 00:00:00",1
P00344,Mexico,LATAM,Mobile,Referral,44,Core,iPad,"2025-12-14 00:00:00",1
P00345,Canada,NA,Xbox,Influencer,22,Casual,PS5,"2025-10-31 18:03:00",1
P00346,Brazil,LATAM,PC,Influencer,25,Casual,iPhone,"2025-12-24 00:00:00",1
P00347,"United States",NA,PlayStation,"Paid Search",44,Competitive,NULL,"2026-01-10 00:00:00",1
P00348,India,APAC,PlayStation,"Paid Search",25,Casual,"Windows 11","2026-01-26 02:55:00",1
P00349,France,EMEA,PC,Influencer,23,Competitive,"Android Tablet","2025-09-19 00:00:00",1
P00350,India,APAC,Mobile,Organic,NULL,Competitive,"Windows 10","2025-09-01 00:00:00",1
P00351,Germany,EMEA,PC,Organic,19,Core,"Xbox Series X","2025-12-31 09:03:00",1
P00352,Mexico,LATAM,PlayStation,Community,18,Competitive,iPad,"2025-12-16 18:03:00",1
P00353,Germany,EMEA,PC,Influencer,40,Competitive,"Samsung Galaxy","2026-02-13 00:00:00",1
P00354,"United States",NA,Mobile,"Paid Search",24,Casual,"Xbox Series X","2025-10-04 00:00:00",1
P00355,Spain,EMEA,PC,Referral,19,Casual,"Android Tablet","2025-10-07 11:15:00",1
P00356,"United States",NA,PlayStation,Organic,40,Core,NULL,"2025-09-16 08:10:00",1
P00357,France,EMEA,PlayStation,"Paid Search",36,Core,PS5,"2026-01-20 00:00:00",1
P00358,"United States",APAC,PlayStation,Influencer,18,Core,Pixel,"2025-12-04 13:46:00",1
P00358,India,APAC,PlayStation,Influencer,18,Core,Pixel,"2025-12-09 00:00:00",1
P00359,Mexico,LATAM,PC,Referral,34,Competitive,"Windows 11","2025-10-27 05:20:00",1
P00360,"United Kingdom",EMEA,PC,Organic,39,Casual,iPhone,"2026-01-16 00:40:00",1
P00361,"United States",NA,Mobile,"App Store",42,Casual,"Windows 11","2026-02-21 00:00:00",1
P00362,Brazil,LATAM,PC,"Paid Search",42,Casual,PS5,"2025-08-21 00:00:00",1
P00363,"United States",NA,NULL,NULL,27,Competitive,"Samsung Galaxy","2025-10-27 00:00:00",1
P00364,France,EMEA,Xbox,"Paid Search",23,Casual,iPhone,"2026-01-26 18:40:09",1
P00365,Japan,APAC,PC,Referral,32,Casual,"Windows 11","2025-12-25 00:00:00",1
P00366,"United States",NA,PC,Organic,32,Competitive,"Windows 10","2026-02-05 00:00:00",1
P00367,Canada,NA,Mobile,Discord,27,Core,"Windows 11","2025-08-21 23:30:39",1
P00368,Canada,NA,Mobile,Community,17,Competitive,"Windows 11","2025-09-17 00:00:00",1
P00369,"United States",NA,PlayStation,Organic,18,Casual,"Android Tablet","2025-08-19 22:28:00",1
P00370,India,APAC,PlayStation,Influencer,39,Core,"Windows 11","2025-12-10 00:00:00",1
P00371,"United States",NA,Xbox,Discord,44,Core,"Windows 10","2025-09-23 10:42:00",1
P00372,NULL,APAC,Mobile,"Paid Search",24,Competitive,iPhone,"2025-10-21 00:00:00",1
P00373,Spain,EMEA,PC,Referral,42,Core,PS5,"2025-09-15 18:30:00",1
P00374,India,APAC,PC,Influencer,20,Casual,iPad,"2026-01-11 00:00:00",1
P00375,Brazil,LATAM,PC,Community,37,Casual,"Windows 11","2025-09-12 00:00:00",1
P00376,France,EMEA,Xbox,Influencer,21,Casual,iPhone,"2025-09-26 19:44:00",1
P00377,Germany,EMEA,PlayStation,Influencer,19,Core,"Steam Deck","2026-02-02 01:42:00",1
P00378,India,APAC,Xbox,Influencer,43,Casual,NULL,"2025-11-24 00:00:00",1
P00380,Japan,APAC,Xbox,Organic,30,Core,iPhone,"2026-02-08 00:00:00",1
P00381,Canada,NA,Xbox,"App Store",29,Casual,PS5,"2025-09-09 00:00:00",1
P00382,"South Korea",APAC,PC,"Paid Search",33,Core,"Windows 11","2025-12-15 00:00:00",1
P00383,"United Kingdom",EMEA,Xbox,Organic,28,Casual,"Samsung Galaxy","2025-09-03 00:00:00",1
P00384,Canada,NA,PC,Influencer,NULL,Casual,"Windows 10","2025-09-07 00:00:00",1
P00385,"United States",NA,PC,Organic,33,Casual,"Xbox Series X","2025-11-19 02:29:00",1
P00386,Japan,APAC,PC,Influencer,26,Casual,iPhone,"2025-10-17 21:24:00",1
P00387,"United States",NA,Xbox,Influencer,30,Casual,"Windows 10","2026-01-23 00:00:00",1
P00388,Mexico,LATAM,Mobile,Influencer,28,Casual,"Xbox Series X","2025-08-24 00:00:00",1
P00389,India,APAC,Mobile,Influencer,16,Casual,"Samsung Galaxy","2025-08-06 07:20:00",1
P00390,Canada,NA,Mobile,Organic,30,Casual,PS5,"2025-11-21 23:19:00",1
P00391,"United Kingdom",EMEA,PlayStation,Organic,28,Core,"Windows 10","2025-10-19 22:02:00",1
P00392,"United Kingdom",EMEA,Mobile,Organic,34,Casual,"Windows 10","2025-08-27 17:19:59",1
P00393,Spain,EMEA,Mobile,Organic,28,Core,"Windows 10","2025-10-20 00:00:00",1
P00394,Germany,EMEA,Mobile,Organic,29,Core,"Windows 10","2026-01-27 09:54:30",1
P00395,Mexico,LATAM,Mobile,"Paid Search",NULL,Casual,iPhone,"2025-12-26 00:00:00",1
P00396,Spain,EMEA,Mobile,Influencer,32,Core,"Windows 11","2025-08-14 00:00:00",1
P00396,Spain,EMEA,Mobile,"Paid Search",32,Core,"Windows 11","2025-08-14 00:00:00",1
P00397,"United Kingdom",EMEA,Mobile,Influencer,16,Casual,"Windows 10","2026-01-30 04:26:00",1
P00398,Japan,APAC,Mobile,"Paid Search",38,Casual,iPhone,"2026-03-09 15:19:00",1
P00399,Japan,APAC,PlayStation,"Paid Search",30,Core,"Windows 11","2025-10-04 00:00:00",1
P00400,NULL,EMEA,NULL,Influencer,31,Casual,"Windows 11","2025-11-22 00:00:00",1
P00401,Brazil,LATAM,Mobile,"Paid Search",16,Core,"Xbox Series X","2026-03-01 00:00:00",1
P00402,Canada,NA,Mobile,"Paid Search",25,Casual,PS5,"2025-10-27 00:00:00",1
P00403,Canada,NA,Mobile,"App Store",19,Casual,"Samsung Galaxy","2025-08-13 00:00:00",1
P00404,Japan,APAC,Mobile,Influencer,43,Core,"Windows 11","2026-02-13 13:56:16",1
P00405,India,APAC,PC,Influencer,23,Casual,"Windows 11","2025-11-22 14:05:08",1
P00406,Spain,EMEA,PlayStation,Organic,43,Competitive,"Xbox Series X","2026-01-31 00:00:00",1
P00409,Canada,NA,PC,Influencer,29,Core,"Windows 10","2025-12-21 00:00:00",1
P00411,"United States",NA,PC,Referral,28,Casual,iPhone,"2025-12-13 20:01:00",1
P00412,France,EMEA,Xbox,Influencer,42,Casual,"Windows 11","2026-01-11 00:00:00",1
P00413,Germany,EMEA,PC,Organic,27,Core,Pixel,"2025-11-16 00:00:00",1
P00414,India,APAC,PC,"App Store",NULL,Casual,PS5,"2025-11-02 18:07:00",1
P00415,"United States",NA,Mobile,Influencer,34,Competitive,"Android Tablet","2025-11-02 00:00:00",1
P00416,Germany,EMEA,PC,Referral,25,Competitive,"Windows 10","2026-01-26 01:41:00",1
P00417,NULL,EMEA,PC,"App Store",45,Core,iPhone,"2025-09-22 00:00:00",1
P00418,"South korea",APAC,PlayStation,Organic,17,Core,"Steam Deck","2025-09-05 00:00:00",1
P00419,India,APAC,Mobile,Organic,39,Casual,"Steam Deck","2025-11-04 00:00:00",1
P00420,India,APAC,Xbox,Community,37,Casual,"Steam Deck","2026-02-28 09:54:00",1
P00421,"United States",NA,PlayStation,Influencer,22,Casual,"Xbox Series X","2025-11-17 00:00:00",1
P00422,Germany,EMEA,PC,Community,27,Casual,"Windows 10","2025-11-28 22:00:46",1
P00423,India,APAC,PlayStation,Influencer,31,Casual,PS5,"2026-01-28 00:00:00",1
P00424,India,APAC,Xbox,"Paid Search",29,Casual,"Android Tablet","2025-08-14 00:00:00",1
P00425,Japan,APAC,Mobile,Organic,31,Casual,iPhone,"2026-02-17 00:00:00",1
P00426,Australia,APAC,Xbox,Influencer,44,Core,"Android Tablet","2025-09-21 17:06:00",1
P00427,India,APAC,Xbox,Organic,41,Competitive,"Xbox Series X","2025-11-28 00:00:00",1
P00428,Canada,NA,Mobile,Discord,24,Casual,"Android Tablet","2025-11-24 08:36:00",1
P00429,Canada,NA,Mobile,Influencer,43,Core,PS5,"2025-11-04 00:00:00",1
P00430,Japan,APAC,PlayStation,"Paid Search",39,Competitive,iPhone,"2026-01-21 00:00:00",1
P00431,India,APAC,Mobile,Influencer,33,Casual,"Samsung Galaxy","2025-09-04 00:00:00",1
P00432,"United Kingdom",EMEA,Mobile,"Paid Search",34,Competitive,"Android Tablet","2025-09-21 00:00:00",1
P00433,India,APAC,PlayStation,Organic,18,Casual,PS5,"2025-08-03 00:00:00",1
P00434,France,EMEA,PC,Discord,39,Competitive,iPhone,"2026-02-18 00:00:00",1
P00435,"United Kingdom",EMEA,PlayStation,"Paid Search",21,Casual,"Samsung Galaxy","2025-12-29 11:37:00",1
P00436,NULL,EMEA,Mobile,Referral,26,Core,"Windows 11","2025-08-05 00:00:00",1
P00437,Australia,APAC,Mobile,Organic,29,Casual,"Xbox Series X","2025-10-16 15:25:48",1
P00438,"United States",NA,PlayStation,Discord,NULL,Core,"Xbox Series X","2025-12-24 00:00:00",1
P00439,Canada,NA,PC,"Paid Search",41,Core,"Android Tablet","2025-09-03 00:00:00",1
P00440,Spain,EMEA,PlayStation,Influencer,38,Casual,"Android Tablet","2026-02-21 00:00:00",1
P00441,"United States",NA,PlayStation,Discord,36,Competitive,"Samsung Galaxy","2026-03-03 06:46:00",1
P00442,Mexico,LATAM,Xbox,Influencer,27,Core,"Windows 10","2025-12-25 05:00:39",1
P00443,Canada,NA,Mobile,"Paid Search",33,Core,"Android Tablet","2025-10-15 06:22:00",1
P00444,France,EMEA,Mobile,Organic,29,Casual,"Samsung Galaxy","2025-11-18 00:00:00",1
P00445,Mexico,LATAM,PC,"App Store",40,Casual,iPhone,"2025-08-19 00:05:00",1
P00446,"United Kingdom",EMEA,PC,Referral,35,Casual,Pixel,"2025-08-08 12:30:00",1
P00447,Brazil,LATAM,PlayStation,Organic,43,Casual,"Windows 10","2025-08-17 08:31:37",1
P00448,France,EMEA,Xbox,Referral,NULL,Core,"Android Tablet","2025-10-09 06:43:00",1
P00449,India,APAC,PC,Influencer,42,Casual,PS5,"2025-10-19 00:00:00",1
P00450,France,EMEA,PlayStation,Influencer,27,Casual,"Windows 11","2026-03-02 18:26:31",1
P00451,India,APAC,PlayStation,"Paid Search",27,Casual,"Windows 11","2025-09-21 23:49:00",1
P00452,Australia,APAC,PC,Referral,NULL,Core,PS5,"2025-10-04 00:00:00",1
P00452,Japan,APAC,PC,Referral,NULL,Core,PS5,"2025-10-04 00:00:00",1
P00453,Japan,APAC,PlayStation,Organic,44,Core,iPhone,"2025-11-14 02:46:00",1
P00454,Australia,APAC,PC,Influencer,41,Casual,"Samsung Galaxy","2025-09-12 00:00:00",1
P00455,Germany,EMEA,PC,Influencer,34,Casual,"Xbox Series X","2026-02-03 00:00:00",1
P00456,"United Kingdom",EMEA,Mobile,Referral,34,Casual,"Windows 10",NULL,1
P00457,"United States",NA,PC,"Paid Search",38,Casual,"Windows 11","2025-08-15 22:49:51",1
P00458,"United States",NA,Mobile,Organic,21,Core,Pixel,"2026-02-01 23:53:40",1
P00459,Brazil,LATAM,PlayStation,Organic,20,Casual,iPhone,"2025-11-11 00:00:00",1
P00460,France,EMEA,Xbox,Organic,35,Casual,iPad,NULL,1
P00461,India,APAC,PC,Referral,32,Competitive,"Samsung Galaxy","2026-01-24 02:48:36",1
P00462,India,APAC,NULL,Referral,43,Casual,"Windows 10","2026-03-08 00:00:00",1
P00463,"United States",NA,Xbox,"Paid Search",30,Core,iPhone,"2025-12-19 00:00:00",1
P00464,Germany,EMEA,PC,Influencer,24,Casual,"Windows 11","2025-12-14 05:07:56",1
P00464,Mexico,EMEA,PC,Influencer,24,Casual,"Windows 11","2026-02-20 00:00:00",1
P00465,Spain,EMEA,PlayStation,"Paid Search",NULL,Casual,iPad,"2025-08-20 00:00:00",1
P00466,India,APAC,Mobile,Organic,45,Casual,"Samsung Galaxy","2025-11-19 00:00:00",1
P00467,"United States",NA,Mobile,Referral,26,Core,iPhone,"2026-02-23 08:51:00",1
P00468,India,APAC,PlayStation,Organic,24,Core,iPhone,"2026-02-04 00:00:00",1
P00469,Germany,EMEA,PlayStation,Influencer,24,Casual,"Xbox Series X","2025-12-27 00:00:00",1
P00470,Germany,EMEA,PC,Referral,31,Casual,"Windows 11","2026-01-08 00:00:00",1
P00471,Mexico,LATAM,PC,"Paid Search",35,Casual,NULL,"2025-08-16 00:00:00",1
P00472,"United States",NA,PlayStation,"Paid Search",35,Casual,"Samsung Galaxy","2025-10-04 06:37:40",1
P00473,Japan,APAC,Mobile,"Paid Search",42,Competitive,"Samsung Galaxy","2026-03-02 09:45:00",1
P00474,Germany,EMEA,PlayStation,"App Store",31,Core,"Windows 11","2025-10-07 00:00:00",1
P00475,Canada,NA,PlayStation,Influencer,34,Casual,"Android Tablet","2026-02-21 21:41:06",1
P00476,Spain,EMEA,Mobile,Referral,21,Casual,"Samsung Galaxy","2025-12-20 11:03:31",1
P00477,Brazil,LATAM,PlayStation,Influencer,31,Core,"Windows 11","2026-03-06 11:37:00",1
P00478,"United States",NA,PC,"Paid Search",37,Core,iPhone,"2025-08-12 00:00:00",1
P00479,"United States",NA,PlayStation,Organic,23,Core,"Samsung Galaxy","2026-02-11 10:35:00",1
P00480,Australia,APAC,PC,Influencer,45,Casual,"Windows 11","2026-02-23 01:57:00",1
P00481,India,APAC,PC,"Paid Search",NULL,Core,"Android Tablet","2026-01-07 03:34:00",1
P00482,Brazil,LATAM,PC,"Paid Search",37,Core,PS5,"2025-09-08 20:05:00",1
P00483,Japan,APAC,Xbox,Discord,20,Casual,"Windows 11","2025-11-03 00:00:00",1
P00484,"United Kingdom",EMEA,PlayStation,Referral,29,Casual,PS5,"2026-01-18 00:00:00",1
P00485,"United States",NA,Mobile,Organic,22,Casual,iPhone,"2026-02-14 00:00:00",1
P00486,"United States",NA,PC,Organic,34,Core,"Steam Deck","2025-10-22 04:30:00",1
P00487,Mexico,LATAM,PlayStation,Organic,24,Competitive,"Xbox Series X","2026-02-05 00:00:00",1
P00488,"South Korea",APAC,PC,Influencer,21,Competitive,"Windows 10","2025-11-25 00:00:00",1
P00489,Canada,NA,Mobile,Community,39,Core,iPad,"2026-01-26 17:00:00",1
P00490,Australia,APAC,PlayStation,Influencer,32,Casual,"Windows 11","2025-11-06 14:58:00",1
P00491,India,APAC,PC,"Paid Search",17,Core,"Xbox Series X","2026-02-19 00:00:00",1
P00492,"United States",NA,Xbox,"Paid Search",21,Casual,"Xbox Series X","2026-02-28 00:00:00",1
P00493,Brazil,LATAM,PC,Influencer,43,Core,"Windows 11","2026-02-10 00:00:00",1
P00494,France,EMEA,PlayStation,Organic,29,Casual,iPhone,"2026-01-23 00:00:00",1
P00495,Germany,EMEA,PC,Influencer,22,Core,PS5,"2026-02-20 00:00:00",1
P00496,Japan,APAC,PC,Influencer,22,Core,"Windows 11","2026-01-25 16:33:27",1
P00497,"United States",NA,Xbox,Influencer,33,Casual,"Xbox Series X","2025-08-03 00:00:00",1
P00498,"United States",NA,PlayStation,"App Store",37,Core,"Samsung Galaxy","2025-12-09 00:00:00",1
P00499,Canada,NA,PlayStation,Discord,23,Casual,"Windows 11","2025-12-05 00:00:00",1
P00500,France,EMEA,Mobile,"Paid Search",23,Core,Pixel,"2025-08-23 00:00:00",1
P00501,"United Kingdom",EMEA,Mobile,Influencer,36,Core,iPad,"2025-10-17 00:00:00",1
P00502,"United States",NA,PC,"Paid Search",41,Casual,PS5,"2025-09-24 00:00:00",1
P00503,India,APAC,Mobile,"Paid Search",36,Core,"Android Tablet","2025-11-12 00:00:00",1
P00504,"United States",NA,PC,"Paid Search",21,Casual,iPad,"2026-01-14 00:00:00",1
P00505,"United States",NA,PC,Organic,33,Casual,"Windows 10",NULL,1
P00506,India,APAC,PlayStation,"Paid Search",31,Casual,"Xbox Series X","2025-11-25 00:00:00",1
P00507,"South Korea",APAC,PC,Influencer,45,Casual,"Windows 11","2025-08-07 00:00:00",1
P00508,Canada,NA,PC,Organic,30,Casual,"Windows 10","2025-09-29 00:00:00",1
P00509,Canada,NA,Mobile,"Paid Search",NULL,Casual,iPhone,"2025-11-28 01:19:00",1
P00510,India,APAC,Xbox,Organic,35,Casual,"Android Tablet","2025-12-23 22:34:00",1
P00511,France,EMEA,Xbox,Influencer,19,Core,"Xbox Series X","2026-01-17 08:16:00",1
P00512,Australia,APAC,PC,"App Store",37,Competitive,iPhone,"2026-03-03 00:00:00",1
P00513,"United States",NA,Xbox,Organic,26,Casual,"Steam Deck","2025-12-13 13:52:32",1
P00514,Mexico,LATAM,Xbox,Organic,17,Core,"Samsung Galaxy","2025-10-04 15:25:21",1
P00515,India,APAC,PC,Organic,18,Core,"Windows 11","2026-01-18 00:00:00",1
P00516,Brazil,LATAM,Mobile,"Paid Search",29,Core,"Windows 11","2025-11-24 12:25:00",1
P00517,"United States",NA,PlayStation,Organic,40,Casual,iPhone,"2025-10-01 13:08:19",1
P00518,"United States",NA,PC,Organic,38,Casual,PS5,"2025-09-22 00:00:00",1
P00519,Brazil,LATAM,PlayStation,Referral,29,Casual,"Samsung Galaxy","2025-10-16 07:49:00",1
P00520,NULL,APAC,PC,Influencer,NULL,Casual,iPad,"2025-11-22 00:00:00",1
P00521,Japan,APAC,Xbox,"Paid Search",NULL,Casual,PS5,"2026-01-22 00:00:00",1
P00521,Japan,APAC,Xbox,"Paid Search",NULL,Casual,PS5,"2026-02-26 20:12:28",1
P00522,"United States",NA,PC,Organic,29,Core,"Xbox Series X","2025-09-19 00:00:00",1
P00523,Australia,APAC,Mobile,Influencer,NULL,Core,"Windows 11","2025-10-13 22:48:51",1
P00524,India,APAC,PC,Discord,45,Core,"Windows 11","2025-08-09 00:00:00",1
P00525,"United Kingdom",EMEA,PC,Discord,37,Casual,"Windows 10","2025-12-30 14:38:00",1
P00526,India,APAC,PlayStation,Organic,33,Casual,"Windows 10","2025-09-21 21:47:34",1
P00527,"United States",NA,PlayStation,Influencer,NULL,Core,PS5,"2025-08-04 17:52:00",1
P00528,Mexico,LATAM,PC,Influencer,20,Casual,PS5,"2026-03-04 01:42:39",1
P00529,"United Kingdom",EMEA,Xbox,Influencer,NULL,Casual,PS5,"2026-02-01 16:24:16",1
P00530,France,EMEA,PC,Organic,31,Casual,"Windows 10","2025-11-23 00:00:00",1
P00531,Germany,EMEA,Xbox,Organic,31,Casual,"Xbox Series X","2025-12-07 00:00:00",1
