session_id,player_id,session_start,session_minutes,matches_played,wins,kills,disconnect_flag,server_region,platform_reported
S000351,P00147,"03/18/2026 06:38",28,2,1,7,,NULL,steam
S000352,P00147,2026-03-09T13:49:53Z,62,3,1,9,Y,NA-East,PS5
S000353,P00147,"Apr 04, 2026 02:00PM",34,3,1,17,Yes,APAC,IOS/Android
S000354,P00147,2026-04-01T10:56:53Z,64m,NULL,2,24,Yes,NULL,Xbox
S000355,P00147,"04/04/2026 09:18",58,4,1,12,Yes,NA-East,IOS/Android
S000356,P00148,2025-10-24T03:32:01Z,27,3,1,8,No,LATAM,Mobile
S000357,P00148,2025-10-12T12:24:01Z,15,1,0,5,N,,PC
S000358,P00148,"09/21/2025 06:39",47,4,,31,1,NA-East,PC
S000359,P00148,"31.10.2025 02:00",45,4,2,13,Y,NA-East,steam
S000360,P00148,"19.09.2025 09:02",56m,3,1,17,N,,Mobile
S000361,NULL,2025-10-25T14:56:01Z,51,3,2,17,,LATAM,steam
S000362,P00148,"10/17/2025 20:50",58,4,1,19,0,LATAM,
S000363,P00148,2025-09-20T21:55:01Z,42,3,1,,,EU-Central,PS5
S000364,NULL,2026-01-19T09:25:19Z,30m,2,1,11,Y,NULL,Steam
S000365,NULL,2026-01-19T09:25:19Z,30m,2,1,11,Y,NULL,Steam
S000366,P00152,2025-12-28T05:43:19Z,52,3,1,17,0,,PS5
S000367,P00152,2025-12-14T11:15:19Z,50,5,1,19,,"NA West",steam
S000368,P00154,2025-09-12T14:49:53Z,53,3,2,10,No,LATAM,Mobile
S000369,P00154,"Sep 03, 2025 02:43AM",13,1,,8,,NA-East,IOS/Android
S000370,P00154,2025-10-01T16:57:53Z,49m,3,1,15,N,"NA West",pc/steam
S000371,P00154,"09/20/2025 12:31",26,2,1,10,No,NULL,Mobile
S000372,P00154,2025-09-04T09:04:53Z,32,2,1,11,1,NULL,pc/steam
S000373,P00154,2025-09-22,49,4,2,16,,"NA West",steam
S000374,P00154,2025/09/08,30,NULL,1,17,,LATAM,Xbox
S000375,P00154,2025-09-11T21:23:53Z,21,1,0,,No,NA-East,PC
S000376,P00155,2025-11-09T12:06:21Z,"51 mins",3,2,13,N,APAC,IOS/Android
S000377,P00155,"Nov 06, 2025 03:55PM",57,4,2,27,Yes,LATAM,PC
S000378,P00155,2025-10-03T00:48:21Z,37,4,2,,1,,PS5
S000379,P00155,2025-11-07,51,4,2,9,Y,NA-East,Steam
S000380,P00155,"10/28/2025 22:11",20,1,0,0,1,NA-East,pc/steam
S000381,P00155,2025-11-02T21:02:21Z,53m,3,2,18,,NA-East,pc/steam
S000382,P00155,"20.10.2025 02:31",11,1,0,4,Yes,NULL,Steam
S000383,P00155,"2025-10-24 21:58:21",39,3,1,17,Yes,,
S000384,P00155,2025.11.16,30,2,1,0,,EU-Central,pc/steam
S000385,P00155,2025-10-08T12:04:21Z,21,2,1,15,,"NA West",Mobile
S000386,P00155,"10/13/2025 03:15",46,3,1,16,1,"NA West",Xbox
S000387,P00156,"10/09/2025 14:50",47,5,1,17,,NULL,pc/steam
S000388,P00156,"10/09/2025 14:50",47,5,1,17,,NULL,pc/steam
S000389,P00156,"10/21/2025 09:40",38,3,1,,0,,Mobile
S000390,P00156,2025.10.01,64,5,2,22,,NULL,steam
S000391,P00156,2025.09.27,58m,5,3,25,No,NULL,Mobile
S000392,P00156," 2025-10-24 05:13:29",49,3,1,18,Yes,NA-East,Mobile
S000393,P00156,"11/04/2025 21:14",49,4,3,22,N,,Xbox
S000394,P00156,"10/04/2025 04:39","40 mins",3,2,12,1,NULL,pc/steam
S000395,P00156,"11/04/2025 19:18",57,4,2,14,0,EU-Central,pc/steam
S000396,P00156,2025-10-05T15:24:29Z,50,4,2,14,0,"NA West",Xbox
S000397,P00158,2025.09.03,34,2,1,12,N,,PS5
S000398,P00158,2025-09-12,32,3,2,15,,NA-East,Mobile
S000399,P00160,"Nov 12, 2025 04:37PM",44,4,1,24,Y,EU-Central,IOS/Android
S000400,P00160,"Dec 08, 2025 03:19AM",28,2,1,13,1,,Mobile
S000401,P00162,2026/01/30,20,2,1,4,Yes,APAC,pc/steam
S000402,P00162,"2026-02-26 06:50:44",21,NULL,1,8,,APAC,pc/steam
S000403,P00164,"Dec 27, 2025",41,3,1,14,Y,NA-East,Steam
S000404,P00164,2026-01-02T15:32:57Z,6,1,0,0,1,NA-East,PC
S000405,P00164,2025-12-26T23:35:57Z,"9 mins",1,0,4,Yes,NA-East,PS5
S000406,P00164,2025/12/24,45,4,3,15,1,"NA West",PS5
S000407,P00164,12/23/2025,19,2,1,12,Y,APAC,pc/steam
S000408,P00164,"01/08/2026 13:18",13,1,0,8,Yes,NULL,
S000409,P00165,2026-02-07T08:20:41Z,"51 mins",3,2,19,0,NA-East,PS5
S000410,P00165,2026-03-02,37,3,2,,No,APAC,PC
S000411,P00165,"03/01/2026 13:04",71,4,,17,Y,EU-Central,PC
S000412,P00169,2026/01/17,55,4,1,20,No,EU-Central,Xbox
S000413,P00169,2026-01-14T04:33:16Z,58,5,3,22,1,"NA West",PS5
S000414,P00169,"2025-12-30 17:43:16",20,1,1,4,N,,pc/steam
S000415,P00169,"2025-12-30 17:43:16",20,1,1,4,N,,pc/steam
S000416,P00169,"01/12/2026 13:12","21 mins",1,1,12,No,APAC,Xbox
S000417,P00169,2026-01-18T00:25:16Z,18,2,1,5,1,NULL,Xbox
S000418,P00169,"01/03/26 05:32",6,1,0,4,,APAC,PC
S000419,P00169,12/18/2025,45,4,1,18,N,,pc/steam
S000420,P00169,"12/10/2025 18:14",17m,1,1,4,No,,PC
S000421,P00169,2025/12/18,8,1,1,3,1,LATAM,Xbox
S000422,P00169,"2026-01-19 14:52:16",22,1,1,1,No,LATAM,Steam
S000423,P00173,"12/16/2025 16:10",49,4,2,13,0,"NA West",steam
S000424,P00173,"2026-01-03 20:36:18",37,3,1,15,No,NULL,PC
S000425,P00173,2026-01-03T12:33:18Z,55,5,3,35,,LATAM,IOS/Android
S000426,P00173,"12/19/2025 13:29",39,3,2,10,No,NA-East,PS5
S000427,P00173,12/05/2025,51,3,2,16,Y,"NA West",
S000428,P00174,"12/05/2025 08:08",43,3,1,17,0,,pc/steam
S000429,P00176,"01/20/2026 22:09",47,3,1,14,Yes,NULL,
S000430,P00176,"01/29/2026 23:17",50,3,1,23,,LATAM,Xbox
S000431,P00176,2025-12-27T06:56:33Z,27,2,1,14,N,NULL,steam
S000432,P00176,"01/06/2026 19:33",41,4,3,,1,"NA West",IOS/Android
S000433,P00176,12/27/2025,50,4,1,20,Yes,NA-East,PC
S000434,P00176,2025-12-30T06:15:33Z,75,7,4,37,Yes,EU-Central,Mobile
S000435,P00176,"01/26/2026 02:36",23,2,1,12,No,NULL,steam
S000436,P00176,"02/06/2026 17:59",40,2,1,11,1,,pc/steam
S000437,P00176,2026-01-01T09:47:33Z,50,3,1,15,Y,NA-East,steam
S000438,P00177,"11/15/2025 01:51",51,5,3,23,1,NULL,Steam
S000439,P00177,"11/28/2025 09:04",35,3,1,9,Y,EU-Central,Xbox
S000440,P00180,2025-09-01T00:54:47Z,48,4,3,15,,NA-East,PC
S000441,P00180,2025-08-18T07:12:47Z,47,3,,18,Yes,NA-East,
S000442,P00180,"24.08.2025 15:11",34,3,2,4,,LATAM,Xbox
S000443,NULL,2025-09-26T09:40:47Z,23,2,1,15,N,LATAM,
S000444,P00180,08/16/2025,26,2,1,9,Y,"NA West",PS5
S000445,P00180,2025-08-21T01:51:47Z,61,4,1,20,Y,NULL,PC
S000446,P00180,2025-09-03T14:39:47Z,50,3,1,20,No,LATAM,Mobile
S000447,P00184,"01/04/2026 03:10",44,3,2,11,Yes,EU-Central,
S000448,P00184,"27.01.2026 14:06",36,3,1,14,0,,pc/steam
S000449,P00184,"12/26/2025 18:41",25,2,1,4,,EU-Central,PS5
S000450,P00184,"02/13/2026 15:18",65,4,3,17,Y,,steam
S000451,P00184,"01/16/2026 04:07",52,4,3,15,Yes,NA-East,Mobile
S000452,P00185,"01/22/26 01:44",56,4,3,15,Yes,LATAM,steam
S000453,P00185,"01/22/26 01:44",56,4,3,15,Yes,LATAM,steam
S000454,P00185,2026-03-09T08:42:52Z,32,3,2,10,1,LATAM,Mobile
S000455,P00185,"02/19/2026 07:09",36m,2,1,4,0,LATAM,IOS/Android
S000456,P00187,2026-01-26T12:28:48Z,31,3,2,14,0,NA-East,Xbox
S000457,P00187,2026-01-11T10:38:48Z,22,2,1,10,No,APAC,PS5
S000458,P00187,2026.01.28,21,2,1,15,,EU-Central,PC
S000459,P00187,"01/14/2026 13:03",54,3,2,14,Yes,APAC,Mobile
S000460,P00187," 09.02.2026 11:01",32,3,1,20,1,NA-East,Steam
S000461,P00188,2025-10-02T13:35:46Z,51,4,2,15,No,EU-Central,Steam
S000462,P00188,"10/03/2025 05:57",42,3,2,16,No,"NA West",Mobile
S000463,P00188,2025-10-28T10:02:46Z,34,3,2,18,,LATAM,PC
S000464,P00188,2025-10-28T10:02:46Z,34,3,2,18,,LATAM,PC
S000465,P00189,2025-09-20T18:02:45Z,60,5,,21,1,EU-Central,steam
S000466,P00189,2025-08-27,45,NULL,2,19,,LATAM,PC
S000467,P00189,2025-08-26T22:26:45Z,46,3,1,17,Y,,Xbox
S000468,P00189,"08/17/2025 19:03",43m,3,1,13,1,,Mobile
S000469,P00192,2026-01-17T13:58:09Z,33,2,1,13,Y,,IOS/Android
S000470,P00192,2026-02-18T07:06:09Z,11,1,0,2,Y,LATAM,PS5
S000471,P00192,"Jan 27, 2026 04:42PM",38,2,1,13,0,,pc/steam
S000472,P00192,"03/01/2026 07:54",31,3,2,9,1,EU-Central,Xbox
S000473,P00192,2026-02-17T08:18:09Z,23,1,1,10,Y,LATAM,Xbox
S000474,P00192,"02/14/2026 09:09",28,2,1,4,Yes,NULL,PS5
S000475,P00192,"02/27/2026 13:54",54,3,1,14,1,APAC,Xbox
S000476,P00192,"01/23/26 05:56",36,NULL,1,19,Y,EU-Central,PC
S000477,P00192,"02/13/2026 23:28",30,2,1,18,No,APAC,PS5
S000478,NULL,"2026-02-11 11:14:38",45,3,2,18,0,APAC,Steam
S000479,P00193,2026.02.22,43,3,2,15,No,,steam
S000480,P00193,"18.01.2026 14:19",83,5,3,22,1,LATAM,Steam
S000481,P00193,2026-01-24T21:54:38Z,"40 mins",3,1,15,0,NULL,Mobile
S000482,P00193,2026-01-23T11:38:38Z,30m,2,1,9,,LATAM,PC
S000483,P00193,2026-01-18T01:18:38Z,67,NULL,,26,N,EU-Central,Mobile
S000484,P00193,"Jan 19, 2026",36,3,2,17,No,EU-Central,Xbox
S000485,P00193,"2026-02-28 13:29:38",76,7,2,32,No,EU-Central,Xbox
S000486,P00194,2025-09-30T05:34:04Z,42,4,2,15,Y,NA-East,steam
S000487,P00194,10/14/2025,16,1,0,0,0,"NA West",steam
S000488,P00194,2025-10-22T03:06:04Z,43,4,3,15,Y,,IOS/Android
S000489,P00194,2025-09-30T11:18:04Z,44,3,2,16,0,LATAM,Mobile
S000490,P00194,"Oct 10, 2025",40m,4,3,18,,NA-East,PC
S000491,P00194,"Oct 17, 2025 09:44PM",14,1,0,7,Yes,EU-Central,IOS/Android
S000492,P00194,"11/09/2025 06:56",19,1,1,6,Yes,NULL,Mobile
S000493,P00198,2026-01-24T07:56:03Z,38,3,1,11,,"NA West",PC
S000494,P00198,"12/29/2025 12:53",23,2,1,4,Y,NA-East,Mobile
S000495,P00198,15-01-2026,21,2,1,5,1,LATAM,
S000496,P00198," 01/31/2026",32,2,1,1,N,NULL,IOS/Android
S000497,P00198,"01/01/2026 04:21",55,4,1,21,N,LATAM,
S000498,P00198,2026.01.13,38,2,1,13,No,APAC,steam
S000499,P00198,"12/26/2025 20:19",43,3,1,10,0,LATAM,Steam
S000500,P00198,2025-12-26T11:42:03Z,26,2,1,11,1,EU-Central,pc/steam
S000501,P00199,31-12-2025,51m,5,2,14,N,NULL,Mobile
S000502,P00199,2025-12-06T04:49:00Z,56,3,1,15,Yes,LATAM,Steam
S000503,P00199,12/19/2025,42,2,1,2,N,NULL,pc/steam
S000504,P00199,12/17/2025,39,3,2,8,1,"NA West",pc/steam
S000505,P00199,2026-01-04T08:35:00Z,42,3,1,9,0,LATAM,steam
S000506,P00199,2025-12-03T15:59:00Z,47,3,1,12,0,NA-East,PC
S000507,NULL,"12/07/2025 16:37",51,4,2,16,1,LATAM,Xbox
S000508,P00201,2026-03-08T08:16:31Z,7,1,1,1,No,APAC,Mobile
S000509,P00201,"02/23/2026 15:19",44,3,2,10,0,EU-Central,Xbox
S000510,P00201,2026-03-05T19:05:31Z,47,5,3,20,N,LATAM,PS5
S000511,P00201,2026-02-28T05:58:31Z,40,4,2,11,Y,APAC,Mobile
S000512,P00201,2026-03-02T05:22:31Z,54,4,3,16,N,LATAM,Xbox
S000513,P00201,"03/05/2026 10:40",41,2,1,13,Yes,EU-Central,Mobile
S000514,P00201,"Feb 27, 2026",57m,4,1,16,No,,Xbox
S000515,P00204,2026-03-03,67,6,2,24,N,APAC,Xbox
S000516,P00204,"02/27/2026 16:21",48m,3,2,17,,,pc/steam
S000517,P00204,2026-03-09T00:11:20Z,12,1,0,5,N,LATAM,Mobile
S000518,P00210,"02/15/2026 06:59",55,4,2,,0,EU-Central,pc/steam
S000519,P00210,"02/08/2026 00:27",71,5,2,25,1,APAC,Mobile
S000520,P00210,2026.01.04,30,2,1,5,1,EU-Central,Steam
S000521,P00210,25-01-2026,33,3,2,15,0,NULL,PS5
S000522,P00211,"03/21/2026 23:04",36,2,1,9,,NULL,Xbox
S000523,P00211,08-03-2026,59,5,3,,Y,,Xbox
S000524,P00211,2026/02/26,38,2,1,6,No,"NA West",PC
S000525,P00211,"2026-03-23 00:22:00",54,4,3,22,No,NULL,pc/steam
S000526,P00211,2026/03/22,34m,3,2,10,,,PS5
S000527,P00211,"03/17/2026 20:34",26,2,1,9,,EU-Central,
S000528,P00211,2026.02.23,50,4,2,12,1,LATAM,Steam
S000529,P00216,"11/28/2025 22:17",61,4,2,21,1,,
S000530,P00216,"12/26/2025 17:40",42,3,1,,N,EU-Central,Steam
S000531,P00216,2025-12-08,11,1,1,5,1,NULL,PS5
S000532,P00216,2025/11/19,40,3,2,15,1,APAC,Mobile
S000533,P00216,"12/10/2025 08:43",30,2,1,12,1,APAC,
S000534,P00216,"2025-12-21 13:32:03",56m,3,2,10,No,LATAM,PS5
S000535,P00216,11/30/2025,25,2,,,No,,Steam
S000536,P00216,2025-11-27T00:20:03Z,31,2,1,7,0,,Steam
S000537,P00216,"12/11/2025 03:41",43,3,1,14,,,Steam
S000538,P00219,"25.09.2025 13:43",32,2,1,8,N,,Steam
S000539,P00219,2025-09-28T07:07:48Z,44,3,2,12,0,NA-East,pc/steam
S000540,P00219,"Aug 29, 2025",22,1,1,9,0,APAC,Steam
S000541,P00219,"09/16/2025 16:14",38,2,1,14,N,"NA West",
S000542,P00219,2025/09/07,17,1,0,5,1,LATAM,PS5
S000543,P00219,"08/29/2025 08:02",6,1,1,0,,NULL,pc/steam
S000544,P00219,"09/25/25 04:04 ",54,4,1,17,0,NA-East,Xbox
S000545,P00219,2025-09-08T00:05:48Z,47,3,2,8,0,NULL,Xbox
S000546,P00219,"10/01/2025 10:15",24,2,1,8,Yes,,Xbox
S000547,P00223,2025-11-14T12:27:52Z,"37 mins",4,3,18,,NULL,PC
S000548,P00223,"11/27/2025 15:25",32,3,2,15,N,EU-Central,Mobile
S000549,P00223,2025-10-24T10:18:52Z,37,3,1,19,No,NULL,steam
S000550,P00223,"11/17/2025 11:57",35,3,,11,N,EU-Central,Xbox
S000551,P00223,07-11-2025,26,2,1,8,Y,EU-Central,pc/steam
S000552,P00224,2025-12-21T00:42:19Z,37,2,1,8,1,LATAM,pc/steam
S000553,P00224,2025.12.25,60,4,2,14,Yes,LATAM,pc/steam
S000554,P00224,2025-12-03T00:43:19Z,36,2,1,6,,"NA West",pc/steam
S000555,P00224,2025-12-09T22:57:19Z,41,3,2,13,1,EU-Central,Mobile
S000556,P00224,"Jan 01, 2026 08:26AM",45,3,2,21,0,APAC,PC
S000557,P00225,2025-08-14T21:41:02Z,35,2,,4,No,"NA West",PS5
S000558,P00227,2026-03-06T00:00:18Z,21,2,1,10,Yes,NA-East,steam
S000559,P00227,2026-03-13T11:48:18Z,38,2,1,4,1,EU-Central,steam
S000560,P00227,2026.02.25,"38 mins",3,1,11,Yes,,steam
S000561,P00227,2026/02/11,52,3,1,18,1,,PC
S000562,P00227,2026-03-19T21:41:18Z,33,3,2,19,Yes,NA-East,PC
S000563,P00228,2026-02-24,65,5,2,24,Yes,LATAM,pc/steam
S000564,P00228,2026/01/16,50,4,1,23,,APAC,Xbox
S000565,P00228,"03/01/2026 07:07",49,3,2,18,0,,IOS/Android
S000566,P00228,"02/14/2026 00:23","44 mins",3,1,6,1,,PC
S000567,P00228,01/26/2026,67,5,2,28,Y,NULL,PS5
S000568,P00228,2026-02-07T02:25:52Z,17,1,1,0,0,EU-Central,PS5
S000569,P00228,2026-02-23T20:19:52Z,62,4,2,19,,LATAM,Mobile
S000570,P00228,"02/17/2026 17:34",38,2,1,,0,,steam
S000571,P00230,"09/29/2025 23:47",20,1,0,7,N,APAC,steam
S000572,P00230,2025-10-26T08:49:55Z,40,3,1,11,Yes,APAC,pc/steam
S000573,P00230,2025-09-22T04:54:55Z,47,3,1,13,No,APAC,PC
S000574,P00230,"10/13/2025 21:52",19,2,1,0,0,NA-East,IOS/Android
S000575,P00230,"10/16/2025 11:39",54,4,2,22,1,,Steam
S000576,P00230,"10/18/2025 06:26",38,3,1,11,No,EU-Central,pc/steam
S000577,P00230,2025.09.24,60,3,1,,N,,steam
S000578,P00230,"10/08/2025 02:38",31,2,1,,0,"NA West",PC
S000579,P00230,"10/28/2025 18:24",40,3,1,14,N,"NA West",PS5
S000580,P00230,"2025-10-27 12:03:55",48,4,2,18,1,,PC
S000581,P00230,"10/28/2025 15:55",48,3,1,13,0,,PC
S000582,P00234,2025/09/21,"37 mins",3,2,7,Yes,"NA West",IOS/Android
S000583,P00234,"10/12/2025 16:46",56m,4,1,20,1,LATAM,steam
S000584,P00234,"09/10/2025 15:02",48,4,2,18,1,,pc/steam
S000585,P00234,08/23/2025,39,3,1,,,NA-East,Mobile
S000586,P00234,2025-10-10T05:11:21Z,80,6,4,36,,"NA West",pc/steam
S000587,P00234,2025-09-21T23:36:21Z,50,3,2,7,N,APAC,steam
S000588,P00234,2025-10-04T18:04:21Z,"18 mins",1,0,10,Yes,,PS5
S000589,P00234,2025-09-11,6,1,0,1,0,,IOS/Android
S000590,P00234,"09/04/2025 10:45","54 mins",5,1,19,No,EU-Central,IOS/Android
S000591,P00234,2025-08-31T16:43:21Z,28,3,1,17,Y,LATAM,Xbox
S000592,P00234,"09/02/2025 22:29",62,4,,13,No,,pc/steam
S000593,P00234,"10/01/2025 17:47",52,3,,9,Yes,EU-Central,steam
S000594,P00235,"09/13/2025 18:40","72 mins",5,2,12,,LATAM,PS5
S000595,P00235,2025.09.08,47,3,1,15,0,LATAM,pc/steam
S000596,P00235,"09/28/2025 14:33",37,4,1,21,No,"NA West",Steam
S000597,P00235,2025-10-07T01:47:29Z,"55 mins",4,,21,Y,,IOS/Android
S000598,P00235,2025-09-03T16:54:29Z,36m,3,2,18,Y,,PS5
S000599,P00235,2025-09-28T16:44:29Z,49,5,1,23,Yes,"NA West",
S000600,P00238,"Mar 17, 2026 11:44PM",71,6,3,29,1,APAC,Xbox
S000601,P00238,"02/20/2026 01:48","39 mins",3,1,8,No,,Xbox
S000602,P00238,"03/03/2026 15:40",28,2,1,1,Y,,Mobile
S000603,P00239,2026-03-19T20:08:22Z,12,1,1,8,0,NULL,steam
S000604,P00239,2026-02-27,37,3,1,17,No,,PC
S000605,P00242,2025-12-04T10:43:08Z,44,4,2,19,Y,NULL,PS5
S000606,P00242,2025-11-16T08:11:08Z,38,3,2,11,0,LATAM,Steam
S000607,P00242,2025-11-05T15:21:08Z,56,4,2,16,No,NULL,Xbox
S000608,P00248,"01.03.2026 17:36",49,4,2,15,N,LATAM,Mobile
S000609,P00252,2026-03-17T00:22:26Z,45,3,1,16,Y,LATAM,Steam
S000610,P00252,"03/05/2026 07:22",48,3,2,17,No,"NA West",steam
S000611,P00253,"09/03/2025 09:55",48,3,2,19,1,NULL,IOS/Android
S000612,P00253,"08/29/2025 21:00",58,4,1,16,N,APAC,PS5
S000613,P00253,"08/19/2025 18:53",35,2,1,14,N,EU-Central,PC
S000614,P00254,"09/05/2025 18:55",41,4,1,13,0,NULL,Mobile
S000615,P00254,"Oct 19, 2025",55,5,1,29,N,APAC,
S000616,P00255,"09/23/2025 13:44",57,5,3,25,0,NA-East,
S000617,P00255,"2025-10-21T02:50:27Z ",48,3,1,16,1,EU-Central,Steam
S000618,P00255,2025-09-10T20:23:27Z,13,1,1,0,Y,NULL,PC
S000619,P00255,"10/03/2025 04:51",43,4,2,20,N,,Mobile
S000620,P00255,"10/20/2025 ",51,4,2,19,1,,steam
S000621,P00255,"2025-09-24 18:55:27",57,5,2,22,N,LATAM,
S000622,P00255,2025-09-13T02:47:27Z,12,1,0,2,,APAC,IOS/Android
S000623,P00255,2025.10.21,16,1,0,0,1,NULL,PC
S000624,P00255,"10/01/2025 23:20",33,3,1,17,No,LATAM,steam
S000625,P00255,"10/17/2025 21:14",31,2,1,12,,NA-East,Mobile
S000626,P00255,"09/25/2025 07:57",16,1,,12,Y,NULL,IOS/Android
S000627,P00256,2026-01-23T12:12:36Z,26,NULL,1,6,0,NA-East,
S000628,P00258,"12/30/2025 23:42",44,3,2,15,,LATAM,steam
S000629,P00258,"01/01/2026 16:53",48,4,3,23,No,EU-Central,
S000630,P00258,"22.12.2025 00:47",60,4,2,19,Yes,"NA West",PC
S000631,NULL,2025/12/28,60,5,2,23,0,LATAM,PC
S000632,P00258,"01/06/2026 05:03",60,4,1,23,,,
S000633,P00258,"12/19/2025 15:56",44,3,1,15,,APAC,steam
S000634,P00258,"01/20/2026 08:49",22,1,1,10,No,NA-East,pc/steam
S000635,P00258,"02/01/2026 11:14",26,2,1,9,Y,LATAM,Xbox
S000636,P00258,"12/30/2025 05:33",40,2,1,17,,,PC
S000637,P00259,"11/04/25 09:34",44,3,1,8,N,EU-Central,PS5
S000638,P00259,"11/05/2025 19:58",34,2,1,16,Y,,steam
S000639,P00259,2025-10-11T12:56:54Z,47m,4,2,15,,,pc/steam
S000640,P00260,"2025.12.05 ",24,2,,10,0,NA-East,PC
S000641,P00260,2025.11.17,44,3,1,15,Y,APAC,pc/steam
S000642,NULL,"11/25/2025 06:11",48,3,1,5,Y,EU-Central,Xbox
S000643,P00260,2025-11-27T11:48:33Z,49,4,2,17,,,Xbox
S000644,P00260,2025-11-27T11:48:33Z,49,4,2,17,,,Xbox
S000645,P00260,"12/09/2025 18:55",28,2,1,15,N,,Mobile
S000646,NULL,"11/23/2025 21:14",30,2,1,10,Yes,LATAM,PC
S000647,P00260,2025-12-14T05:46:33Z,54,5,2,18,,NULL,IOS/Android
S000648,P00260,"12/06/2025 05:24",13,1,1,6,,EU-Central,pc/steam
S000649,P00260,"12/11/2025 22:59",37,2,1,10,1,NA-East,PC
S000650,P00260,2025-12-02T16:08:33Z,"34 mins",3,1,10,Yes,NA-East,pc/steam
S000651,P00260,"10/31/2025 11:36",36m,3,2,14,Yes,EU-Central,PS5
S000652,P00260,2025-12-12T07:05:33Z,41,4,2,18,1,"NA West",PC
S000653,P00263,2025-12-08T10:57:33Z,46,3,1,13,0,APAC,Mobile
S000654,P00263,2025-12-14T18:28:33Z,20,2,1,15,1,,Steam
S000655,P00269,2025-08-20T18:43:55Z,15,1,1,5,Yes,EU-Central,PC
S000656,P00269,2025-09-25,38,NULL,2,,N,,Mobile
S000657,P00269,"09/25/2025 20:29","57 mins",5,1,23,1,EU-Central,Steam
S000658,P00269,"04.09.2025 01:06 ",55,3,2,21,1,"NA West",Xbox
S000659,P00269,"08/26/2025 15:27",43,3,2,12,Y,NULL,PC
S000660,P00269,"08/17/2025 11:27",48,3,2,7,N,NULL,Steam
S000661,P00269,"08/12/2025 11:39",61,3,2,8,No,"NA West",PC
S000662,P00269,10-08-2025,39,2,1,5,N,NA-East,IOS/Android
S000663,P00271,"28.01.2026 08:50",38,2,1,7,,LATAM,PC
S000664,P00271,2026-02-20T01:18:36Z,49,3,1,14,Y,NA-East,IOS/Android
S000665,P00271,2026-01-26T09:10:36Z,33,2,1,,Yes,EU-Central,IOS/Android
S000666,P00273,"2026-03-22 03:53:55",44,3,1,14,,APAC,steam
S000667,P00273,"03/27/2026 16:32",32,2,1,5,N,"NA West",Steam
S000668,P00276,2025-11-04T05:24:09Z,25,2,1,4,,NA-East,Mobile
S000669,P00276,11/23/2025,42m,3,1,9,0,EU-Central,Mobile
S000670,P00276,14-11-2025,32,2,1,4,No,APAC,pc/steam
S000671,P00276,"26.10.2025 09:59","39 mins",3,1,14,N,NA-East,steam
S000672,P00276,"10/27/2025 00:32",27,2,1,6,Y,LATAM,IOS/Android
S000673,P00276,"11/27/2025 17:32",32,2,1,8,,EU-Central,pc/steam
S000674,P00276,"11/10/2025 02:39",44,NULL,2,18,Y,,steam
S000675,P00276,2025-11-16,26,1,0,0,0,LATAM,steam
S000676,P00276,2025-11-13T18:12:09Z,"63 mins",6,3,,No,NULL,steam
S000677,P00276,"11/02/2025 05:42",52m,5,3,24,0,"NA West",PC
S000678,P00277,03/03/2026,56,3,1,17,0,,Xbox
S000679,P00279,"03/18/2026 23:31",66,5,3,19,Yes,LATAM,Steam
S000680,P00282,19-01-2026,25,2,1,8,0,APAC,PS5
S000681,P00282,"2026-01-29 03:10:17",32,2,1,19,0,EU-Central,pc/steam
S000682,P00282,"Mar 02, 2026 02:49AM",42,2,1,6,Y,EU-Central,PS5
S000683,P00285,2025-09-22T01:32:18Z,64,4,2,23,1,NULL,Steam
S000684,P00285,"Sep 26, 2025 01:41PM",17,1,0,2,N,"NA West",PS5
S000685,P00285,2025-10-08T01:50:18Z,31,3,1,15,0,NULL,Mobile
S000686,P00285,"10/27/2025 11:41",20,2,,7,0,APAC,PS5
S000687,P00285,"09/20/2025 18:45",43,3,2,7,Yes,APAC,Steam
S000688,P00285,"10/24/2025 12:31",42,3,2,14,Y,NA-East,Steam
S000689,P00285,2025-10-06T20:28:18Z,32,2,1,10,No,NULL,Xbox
S000690,P00285,"Sep 29, 2025",28,2,1,9,,,PS5
S000691,P00286,2025-12-29T16:34:12Z,38,4,3,19,Yes,"NA West",Xbox
S000692,P00286,"02/09/2026 09:53",27,2,1,8,0,EU-Central,PC
S000693,P00286,2026-01-05T21:44:12Z,45,3,1,10,1,EU-Central,Steam
S000694,P00287,09/20/2025,56,5,2,23,1,,Xbox
S000695,P00287,"09/13/2025 04:55","59 mins",4,2,22,No,"NA West",Mobile
S000696,P00287,"08/19/2025 20:33",33,2,1,13,1,NULL,Mobile
S000697,P00287,"08/26/2025 07:31",70,7,,28,No,"NA West",PS5
S000698,P00287,2025-08-18T02:32:06Z,97,9,5,50,Y,LATAM,PS5
S000699,P00287,"09/08/2025 18:54",48,4,2,16,1,LATAM,
S000700,P00288,2026-03-14T17:05:10Z,39,2,1,8,N,EU-Central,PC
S000701,P00288,2026-02-19T20:03:10Z,61m,5,3,28,No,APAC,PC
S000702,P00288,2026-02-22T07:01:10Z,71,4,1,19,,LATAM,pc/steam
S000703,P00288,2026.03.18,27m,2,1,14,Yes,NA-East,PC
S000704,P00288,"20.02.2026 03:30",17,1,1,5,No,LATAM,PC
S000705,P00288,2026-02-17T05:25:10Z,35,3,1,10,1,,PS5
S000706,P00288,"03/22/2026 16:39",29,3,1,20,Yes,LATAM,IOS/Android
